job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,education_required,years_experience,industry,posting_date,application_deadline,benefits_score,company_name
AI07843,AI Consultant,68167,USD,Entry,Part Time,singapore,Small,singapore,100,PhD,0,Real Estate,2024-07-14,2024-08-16,7.9,Quantum Computing Inc
AI07844,AI Specialist,193264,EUR,Executive,Part Time,germany,Mid,germany,100,Associate,19,Media,2024-06-02,2024-07-18,6.4,Algorithmic Solutions
AI07845,Data Scientist,89157,USD,Mid,Full Time,canada,Small,switzerland,0,Master,2,Real Estate,2025-02-10,2025-03-01,8.4,Machine Intelligence Group
AI07846,AI Specialist,80003,USD,Entry,Full Time,norway,Mid,norway,100,Bachelor,1,Energy,2025-03-22,2025-05-25,8.3,Autonomous Tech
AI07847,NLP Engineer,203402,USD,Executive,Part Time,india,Large,india,0,Bachelor,17,Media,2024-07-27,2024-08-20,8.5,DeepTech Ventures
AI07848,Data Scientist,79315,GBP,Mid,Full Time,united kingdom,Mid,united kingdom,100,Bachelor,2,Gaming,2024-04-20,2024-05-05,7.4,Algorithmic Solutions
AI07849,Data Engineer,120900,EUR,Executive,Contract,france,Small,france,0,PhD,19,Finance,2024-03-17,2024-04-12,6.8,TechCorp Inc
AI07850,AI Software Engineer,168032,USD,Executive,Part Time,canada,Small,norway,100,PhD,17,Healthcare,2024-05-17,2024-07-22,7.9,Algorithmic Solutions
AI07851,AI Architect,101788,USD,Executive,Full Time,austria,Mid,germany,50,Master,14,Telecommunications,2025-02-28,2025-05-11,8.5,TechCorp Inc
AI07852,AI Specialist,53034,USD,Entry,Part Time,ireland,Mid,ireland,0,Associate,0,Automotive,2025-02-20,2025-03-13,5.8,TechCorp Inc
AI07853,AI Architect,74075,EUR,Entry,Contract,france,Large,australia,100,Associate,1,Transportation,2024-01-20,2024-02-21,6.3,TechCorp Inc
AI07854,Autonomous Systems Engineer,155556,USD,Executive,Freelance,ireland,Large,netherlands,0,Associate,11,Media,2024-06-21,2024-08-04,6.5,Quantum Computing Inc
AI07855,AI Architect,59500,USD,Mid,Freelance,china,Mid,china,0,PhD,2,Media,2024-03-29,2024-05-23,8.9,Cognitive Computing
AI07856,AI Specialist,80770,USD,Mid,Freelance,china,Large,israel,0,Bachelor,4,Government,2024-01-07,2024-01-25,6.5,Autonomous Tech
AI07857,Principal Data Scientist,139767,GBP,Senior,Full Time,united kingdom,Large,united kingdom,50,Bachelor,5,Technology,2024-02-24,2024-03-31,8.0,Advanced Robotics
AI07858,Autonomous Systems Engineer,108752,USD,Mid,Full Time,united states,Large,united states,100,PhD,3,Transportation,2024-08-21,2024-09-09,6.2,Autonomous Tech
AI07859,AI Software Engineer,111436,USD,Executive,Contract,japan,Large,japan,50,Master,11,Education,2024-01-26,2024-03-18,5.2,Future Systems
AI07860,Principal Data Scientist,146375,USD,Executive,Full Time,israel,Large,israel,50,Master,14,Real Estate,2024-08-02,2024-08-18,6.6,Cloud AI Solutions
AI07861,Head of AI,192395,USD,Senior,Freelance,switzerland,Small,switzerland,100,PhD,7,Media,2024-12-14,2025-02-21,6.7,Quantum Computing Inc
AI07862,AI Architect,83853,GBP,Entry,Full Time,united kingdom,Large,united kingdom,0,PhD,1,Healthcare,2024-07-26,2024-09-13,9.6,Advanced Robotics
AI07863,AI Software Engineer,200943,USD,Executive,Full Time,united states,Mid,canada,0,Master,10,Finance,2025-03-29,2025-05-31,5.6,Cognitive Computing
AI07864,Data Engineer,147015,EUR,Senior,Full Time,netherlands,Mid,austria,0,Bachelor,8,Energy,2024-06-18,2024-08-17,6.1,Algorithmic Solutions
AI07865,Autonomous Systems Engineer,78596,USD,Senior,Full Time,ireland,Small,ireland,0,PhD,6,Education,2024-08-15,2024-10-23,9.0,Cognitive Computing
AI07866,Principal Data Scientist,119018,USD,Senior,Freelance,sweden,Mid,sweden,100,Master,8,Telecommunications,2024-03-04,2024-03-27,7.1,TechCorp Inc
AI07867,Deep Learning Engineer,64691,USD,Mid,Part Time,israel,Large,ireland,100,Master,2,Gaming,2025-02-05,2025-04-07,5.6,Quantum Computing Inc
AI07868,ML Ops Engineer,120498,USD,Executive,Part Time,israel,Small,israel,100,Master,19,Real Estate,2024-09-20,2024-10-05,9.5,Algorithmic Solutions
AI07869,Deep Learning Engineer,156671,USD,Executive,Part Time,ireland,Small,ireland,100,PhD,18,Consulting,2025-04-07,2025-06-13,8.9,Smart Analytics
AI07870,Machine Learning Engineer,162196,USD,Senior,Part Time,canada,Large,canada,0,Bachelor,9,Energy,2024-09-23,2024-11-04,7.9,Machine Intelligence Group
AI07871,Machine Learning Researcher,121461,EUR,Mid,Contract,germany,Large,germany,50,Master,4,Retail,2025-04-25,2025-06-28,5.8,Quantum Computing Inc
AI07872,Machine Learning Researcher,57661,USD,Mid,Freelance,ireland,Mid,ireland,100,Master,3,Real Estate,2024-11-16,2024-12-11,6.5,Machine Intelligence Group
AI07873,ML Ops Engineer,80158,USD,Senior,Full Time,ireland,Small,ireland,100,Associate,7,Media,2024-06-01,2024-07-19,8.3,DeepTech Ventures
AI07874,Head of AI,102025,USD,Mid,Contract,sweden,Mid,sweden,0,Associate,4,Finance,2024-07-28,2024-09-26,8.7,Predictive Systems
AI07875,Data Scientist,180321,USD,Executive,Part Time,singapore,Mid,singapore,100,Associate,14,Gaming,2025-04-17,2025-05-17,9.3,TechCorp Inc
AI07876,Research Scientist,83116,USD,Entry,Contract,singapore,Mid,united kingdom,50,Bachelor,1,Telecommunications,2024-11-02,2025-01-03,9.8,Neural Networks Co
AI07877,Head of AI,70667,USD,Entry,Contract,united states,Small,united states,100,Associate,1,Consulting,2024-11-28,2025-02-02,7.1,Advanced Robotics
AI07878,Principal Data Scientist,234519,USD,Executive,Freelance,singapore,Mid,singapore,50,PhD,18,Telecommunications,2024-03-09,2024-04-20,9.7,Predictive Systems
AI07879,AI Product Manager,118293,USD,Mid,Part Time,denmark,Small,sweden,100,PhD,3,Consulting,2024-02-24,2024-04-11,7.9,Future Systems
AI07880,Principal Data Scientist,218069,EUR,Executive,Contract,netherlands,Small,netherlands,0,Bachelor,15,Healthcare,2024-11-03,2024-11-19,6.3,Cloud AI Solutions
AI07881,Head of AI,74833,USD,Entry,Part Time,australia,Large,australia,50,PhD,0,Healthcare,2024-04-13,2024-05-14,8.1,DeepTech Ventures
AI07882,Machine Learning Researcher,69563,EUR,Entry,Full Time,france,Large,france,0,Bachelor,1,Media,2024-01-09,2024-03-22,7.6,Algorithmic Solutions
AI07883,Robotics Engineer,163837,USD,Executive,Contract,united states,Small,united states,50,Bachelor,11,Finance,2024-05-27,2024-08-03,6.3,Quantum Computing Inc
AI07884,Principal Data Scientist,65293,USD,Mid,Contract,india,Small,norway,100,Bachelor,4,Automotive,2024-09-24,2024-12-05,9.4,Quantum Computing Inc
AI07885,Data Engineer,110512,USD,Senior,Part Time,australia,Small,austria,50,Master,6,Transportation,2024-02-26,2024-04-01,5.6,Future Systems
AI07886,Data Analyst,91469,USD,Mid,Contract,united states,Mid,united states,0,PhD,4,Education,2024-06-20,2024-07-09,8.2,Cloud AI Solutions
AI07887,Machine Learning Researcher,119713,USD,Mid,Contract,sweden,Large,sweden,0,Bachelor,3,Gaming,2024-06-22,2024-09-01,7.0,Algorithmic Solutions
AI07888,AI Product Manager,237987,USD,Executive,Full Time,australia,Mid,australia,100,PhD,15,Manufacturing,2025-04-27,2025-05-27,7.7,Advanced Robotics
AI07889,AI Architect,70498,USD,Mid,Part Time,india,Mid,india,50,Master,2,Real Estate,2024-10-14,2024-12-23,9.2,Future Systems
AI07890,Autonomous Systems Engineer,69447,GBP,Entry,Part Time,united kingdom,Mid,india,50,Master,0,Gaming,2024-01-20,2024-03-24,8.1,AI Innovations
AI07891,Head of AI,65158,USD,Senior,Contract,japan,Small,japan,50,Bachelor,9,Energy,2024-05-19,2024-06-26,5.8,Digital Transformation LLC
AI07892,AI Consultant,153268,EUR,Senior,Freelance,netherlands,Large,united states,100,Associate,8,Automotive,2024-04-29,2024-06-03,8.0,Future Systems
AI07893,Machine Learning Researcher,153012,EUR,Senior,Contract,netherlands,Mid,netherlands,100,PhD,6,Transportation,2024-01-22,2024-03-28,8.2,Cognitive Computing
AI07894,Research Scientist,126989,USD,Mid,Full Time,switzerland,Small,switzerland,100,PhD,4,Real Estate,2024-11-12,2024-12-20,9.9,Autonomous Tech
AI07895,ML Ops Engineer,83110,EUR,Entry,Freelance,germany,Large,germany,50,Bachelor,0,Automotive,2024-06-16,2024-08-23,9.2,Advanced Robotics
AI07896,Robotics Engineer,102039,USD,Mid,Freelance,norway,Small,norway,0,Bachelor,4,Retail,2025-04-22,2025-05-07,7.2,AI Innovations
AI07897,AI Product Manager,119077,USD,Senior,Full Time,austria,Large,finland,0,Master,8,Media,2024-10-23,2024-12-26,7.7,Future Systems
AI07898,Research Scientist,56120,USD,Entry,Part Time,japan,Large,japan,0,Master,0,Consulting,2025-04-13,2025-05-15,6.8,Machine Intelligence Group
AI07899,Robotics Engineer,96930,GBP,Mid,Part Time,united kingdom,Mid,united kingdom,0,PhD,2,Technology,2024-03-13,2024-03-30,9.0,Cognitive Computing
AI07900,Robotics Engineer,77341,EUR,Mid,Contract,netherlands,Mid,netherlands,100,PhD,2,Transportation,2024-07-27,2024-08-24,5.0,Machine Intelligence Group
AI07901,Data Engineer,134512,USD,Senior,Contract,australia,Large,australia,50,Associate,9,Technology,2025-01-16,2025-02-19,8.2,TechCorp Inc
AI07902,AI Architect,98707,USD,Senior,Contract,china,Mid,ireland,100,Bachelor,5,Transportation,2024-03-22,2024-05-28,9.9,Quantum Computing Inc
AI07903,Principal Data Scientist,131026,USD,Senior,Contract,united states,Small,austria,0,PhD,8,Education,2024-08-28,2024-10-07,7.2,Advanced Robotics
AI07904,Machine Learning Engineer,128937,USD,Executive,Part Time,india,Mid,india,50,Associate,13,Manufacturing,2025-03-16,2025-05-15,6.3,Future Systems
AI07905,Robotics Engineer,55168,USD,Entry,Freelance,china,Large,china,100,PhD,0,Gaming,2025-01-26,2025-04-07,6.4,Smart Analytics
AI07906,NLP Engineer,61836,USD,Entry,Full Time,singapore,Small,singapore,0,Associate,0,Government,2024-07-19,2024-09-30,5.7,Cognitive Computing
AI07907,Robotics Engineer,58723,USD,Entry,Contract,china,Large,china,100,Master,1,Energy,2025-02-07,2025-03-19,8.1,TechCorp Inc
AI07908,Deep Learning Engineer,153523,USD,Executive,Full Time,australia,Mid,australia,100,Master,19,Healthcare,2024-07-16,2024-09-23,8.6,Future Systems
AI07909,Research Scientist,146036,USD,Senior,Contract,australia,Large,australia,0,PhD,8,Technology,2024-04-22,2024-06-11,5.7,Digital Transformation LLC
AI07910,ML Ops Engineer,81538,EUR,Mid,Contract,netherlands,Mid,netherlands,0,Master,4,Government,2025-03-28,2025-04-30,7.5,Future Systems
AI07911,Data Analyst,186956,USD,Executive,Freelance,australia,Mid,australia,100,Associate,16,Transportation,2024-02-15,2024-04-19,8.1,Predictive Systems
AI07912,AI Architect,56483,USD,Entry,Full Time,israel,Mid,united states,50,PhD,0,Technology,2024-09-09,2024-11-05,9.5,Predictive Systems
AI07913,ML Ops Engineer,70587,USD,Entry,Full Time,australia,Mid,australia,0,PhD,1,Technology,2024-08-27,2024-10-17,9.9,Autonomous Tech
AI07914,Deep Learning Engineer,72744,USD,Mid,Freelance,finland,Mid,finland,100,PhD,4,Media,2024-07-13,2024-08-07,7.4,Machine Intelligence Group
AI07915,NLP Engineer,74285,USD,Mid,Full Time,australia,Mid,australia,100,Master,2,Government,2024-12-03,2025-01-30,9.7,Predictive Systems
AI07916,Machine Learning Engineer,105186,USD,Mid,Part Time,sweden,Mid,sweden,50,Bachelor,4,Telecommunications,2024-11-18,2025-01-08,8.6,Algorithmic Solutions
AI07917,AI Consultant,50924,USD,Entry,Part Time,israel,Small,sweden,100,PhD,1,Healthcare,2024-04-16,2024-05-27,6.4,DataVision Ltd
AI07918,Computer Vision Engineer,197244,USD,Executive,Full Time,india,Large,india,50,Master,17,Consulting,2024-09-30,2024-11-26,8.4,DeepTech Ventures
AI07919,AI Specialist,84408,USD,Senior,Contract,china,Mid,israel,100,PhD,6,Gaming,2024-08-16,2024-10-21,6.7,Algorithmic Solutions
AI07920,AI Consultant,142604,USD,Executive,Freelance,israel,Mid,israel,0,Master,13,Media,2024-01-16,2024-03-04,5.6,AI Innovations
AI07921,Head of AI,84849,USD,Senior,Contract,ireland,Mid,ireland,0,Master,9,Automotive,2025-04-19,2025-06-30,8.7,TechCorp Inc
AI07922,Head of AI,118504,EUR,Senior,Part Time,netherlands,Small,netherlands,0,Bachelor,9,Gaming,2025-01-21,2025-03-06,9.4,AI Innovations
AI07923,Head of AI,239520,USD,Executive,Full Time,norway,Mid,norway,0,Associate,15,Retail,2024-04-15,2024-06-17,9.8,Smart Analytics
AI07924,Robotics Engineer,203778,USD,Executive,Full Time,singapore,Mid,singapore,50,Master,13,Energy,2025-03-31,2025-05-09,7.9,Smart Analytics
AI07925,Principal Data Scientist,50808,USD,Entry,Full Time,finland,Small,united states,0,Associate,0,Real Estate,2024-05-02,2024-06-25,8.6,Smart Analytics
AI07926,NLP Engineer,49386,USD,Entry,Full Time,austria,Mid,austria,0,Bachelor,0,Media,2025-01-05,2025-02-19,6.9,Smart Analytics
AI07927,Autonomous Systems Engineer,118894,USD,Senior,Full Time,finland,Large,finland,0,PhD,9,Automotive,2024-06-09,2024-07-04,8.7,Digital Transformation LLC
AI07928,NLP Engineer,182416,EUR,Senior,Full Time,netherlands,Large,united kingdom,0,Associate,8,Telecommunications,2024-08-12,2024-10-05,6.3,Smart Analytics
AI07929,AI Software Engineer,150018,USD,Senior,Freelance,denmark,Mid,denmark,0,Master,5,Automotive,2024-02-29,2024-04-13,9.7,Neural Networks Co
AI07930,NLP Engineer,99730,USD,Senior,Full Time,japan,Mid,germany,0,Associate,9,Real Estate,2024-02-15,2024-04-13,9.0,AI Innovations
AI07931,AI Architect,89779,USD,Mid,Contract,sweden,Mid,sweden,50,Bachelor,3,Technology,2024-09-07,2024-10-21,6.4,TechCorp Inc
AI07932,AI Software Engineer,77238,USD,Entry,Freelance,singapore,Large,singapore,0,Associate,0,Finance,2024-02-04,2024-02-22,6.0,Future Systems
AI07933,Machine Learning Researcher,100252,USD,Executive,Freelance,austria,Small,china,100,PhD,17,Media,2024-01-28,2024-03-19,7.3,Quantum Computing Inc
AI07934,ML Ops Engineer,58559,USD,Entry,Part Time,singapore,Mid,finland,0,Master,0,Finance,2025-03-09,2025-05-20,8.5,Future Systems
AI07935,Autonomous Systems Engineer,83646,USD,Entry,Full Time,sweden,Large,sweden,50,Bachelor,1,Education,2024-10-25,2024-11-11,5.4,DeepTech Ventures
AI07936,Data Engineer,58514,USD,Mid,Freelance,india,Small,india,100,Master,4,Finance,2025-02-08,2025-04-10,7.7,Smart Analytics
AI07937,Principal Data Scientist,70982,USD,Senior,Freelance,china,Small,canada,0,Associate,5,Transportation,2024-10-15,2024-12-23,5.6,Quantum Computing Inc
AI07938,Data Analyst,72171,USD,Mid,Contract,australia,Small,australia,50,Associate,2,Transportation,2024-08-17,2024-10-25,9.4,DataVision Ltd
AI07939,AI Software Engineer,99582,USD,Mid,Freelance,united states,Small,united states,100,Associate,2,Manufacturing,2025-02-23,2025-03-28,8.5,Future Systems
AI07940,Computer Vision Engineer,82204,USD,Senior,Part Time,austria,Mid,germany,100,Master,5,Energy,2024-10-30,2024-12-13,7.0,Autonomous Tech
AI07941,Research Scientist,92361,USD,Entry,Contract,norway,Large,norway,50,Master,0,Retail,2024-04-30,2024-06-13,5.1,Smart Analytics
AI07942,AI Specialist,72248,USD,Senior,Part Time,austria,Mid,austria,0,PhD,5,Retail,2024-05-31,2024-08-09,9.8,Digital Transformation LLC
AI07943,Autonomous Systems Engineer,59644,USD,Entry,Contract,norway,Small,norway,0,Bachelor,0,Telecommunications,2024-07-17,2024-08-12,6.2,Predictive Systems
AI07944,AI Specialist,126094,USD,Senior,Contract,singapore,Large,austria,0,Associate,5,Government,2024-03-11,2024-03-25,5.4,DataVision Ltd
AI07945,AI Specialist,41721,USD,Entry,Freelance,finland,Small,france,0,Master,0,Media,2025-01-28,2025-02-12,8.0,DataVision Ltd
AI07946,Research Scientist,162475,USD,Senior,Part Time,norway,Mid,norway,100,PhD,5,Technology,2024-11-06,2024-11-30,9.2,Cloud AI Solutions
AI07947,AI Architect,33512,USD,Entry,Full Time,israel,Small,israel,50,Associate,1,Retail,2024-02-13,2024-03-03,6.9,DeepTech Ventures
AI07948,AI Specialist,82406,USD,Senior,Full Time,china,Mid,china,100,Bachelor,9,Technology,2025-01-14,2025-01-29,8.0,DeepTech Ventures
AI07949,Head of AI,65332,USD,Entry,Full Time,ireland,Large,ireland,0,Bachelor,1,Real Estate,2025-01-25,2025-03-07,8.9,TechCorp Inc
AI07950,Robotics Engineer,61777,USD,Entry,Contract,australia,Mid,australia,0,Bachelor,0,Retail,2024-08-16,2024-09-10,6.8,Autonomous Tech
AI07951,AI Product Manager,324960,USD,Executive,Freelance,denmark,Large,denmark,50,Master,10,Automotive,2024-04-16,2024-06-24,7.6,Future Systems
AI07952,Autonomous Systems Engineer,59811,USD,Entry,Full Time,south korea,Large,south korea,100,PhD,0,Consulting,2024-11-23,2025-01-07,5.7,Predictive Systems
AI07953,NLP Engineer,178405,USD,Executive,Freelance,austria,Large,austria,50,Bachelor,18,Manufacturing,2024-02-28,2024-03-25,9.3,AI Innovations
AI07954,Head of AI,161891,USD,Senior,Full Time,denmark,Mid,denmark,0,Associate,7,Consulting,2025-01-18,2025-02-08,5.2,Future Systems
AI07955,Autonomous Systems Engineer,133271,USD,Mid,Full Time,denmark,Mid,netherlands,0,Master,2,Manufacturing,2024-08-20,2024-09-07,6.6,Cognitive Computing
AI07956,AI Consultant,44998,USD,Entry,Part Time,israel,Large,israel,50,Associate,1,Telecommunications,2024-08-13,2024-09-23,7.7,Advanced Robotics
AI07957,Data Analyst,37541,USD,Entry,Full Time,finland,Small,finland,0,Bachelor,0,Energy,2025-03-31,2025-05-16,9.0,Autonomous Tech
AI07958,Data Analyst,73964,USD,Entry,Full Time,singapore,Mid,singapore,0,Bachelor,1,Consulting,2024-12-15,2025-02-26,7.5,Cognitive Computing
AI07959,Data Engineer,120757,USD,Senior,Full Time,canada,Large,norway,100,PhD,5,Telecommunications,2024-12-30,2025-02-02,5.6,DataVision Ltd
AI07960,AI Software Engineer,86824,USD,Mid,Full Time,south korea,Large,south korea,100,Associate,2,Education,2024-10-30,2024-12-17,6.3,DeepTech Ventures
AI07961,AI Architect,111669,USD,Mid,Full Time,singapore,Mid,singapore,50,Master,2,Transportation,2025-01-25,2025-02-20,7.8,DeepTech Ventures
AI07962,Machine Learning Researcher,91507,USD,Entry,Full Time,denmark,Large,denmark,100,Bachelor,0,Retail,2024-06-03,2024-07-06,6.4,AI Innovations
AI07963,NLP Engineer,56117,USD,Entry,Freelance,canada,Mid,canada,0,Master,1,Consulting,2024-10-14,2024-11-13,5.2,TechCorp Inc
AI07964,AI Consultant,44024,USD,Entry,Freelance,japan,Large,united kingdom,0,Associate,1,Finance,2024-08-21,2024-09-16,7.2,Predictive Systems
AI07965,ML Ops Engineer,84873,GBP,Mid,Contract,united kingdom,Mid,united kingdom,100,Bachelor,3,Manufacturing,2024-06-23,2024-08-17,7.5,Predictive Systems
AI07966,Robotics Engineer,133631,USD,Senior,Full Time,australia,Large,australia,0,Master,6,Technology,2024-06-08,2024-08-06,9.3,Algorithmic Solutions
AI07967,AI Product Manager,79879,USD,Entry,Contract,singapore,Mid,singapore,50,Master,0,Automotive,2024-10-14,2024-12-08,9.5,Quantum Computing Inc
AI07968,Data Engineer,42386,USD,Entry,Full Time,china,Small,india,50,Master,1,Retail,2024-11-22,2025-01-17,7.6,Smart Analytics
AI07969,Deep Learning Engineer,92574,USD,Mid,Contract,canada,Mid,austria,0,Bachelor,3,Real Estate,2024-04-29,2024-06-30,5.5,Autonomous Tech
AI07970,AI Architect,57098,GBP,Entry,Contract,united kingdom,Small,united kingdom,100,Associate,1,Retail,2024-02-21,2024-04-27,10.0,Quantum Computing Inc
AI07971,AI Product Manager,74618,USD,Entry,Full Time,norway,Small,norway,0,PhD,0,Retail,2024-10-07,2024-12-04,6.0,Future Systems
AI07972,ML Ops Engineer,54076,USD,Entry,Contract,canada,Small,canada,100,Master,0,Government,2025-02-28,2025-04-23,7.5,Neural Networks Co
AI07973,Principal Data Scientist,84851,USD,Mid,Full Time,australia,Small,australia,100,Master,2,Gaming,2025-02-14,2025-03-15,8.5,DataVision Ltd
AI07974,Data Analyst,79987,USD,Senior,Full Time,india,Mid,israel,100,Associate,7,Energy,2024-03-26,2024-06-03,6.8,DeepTech Ventures
AI07975,Machine Learning Engineer,62306,EUR,Mid,Freelance,france,Small,france,0,Bachelor,4,Automotive,2024-01-17,2024-02-18,5.8,Machine Intelligence Group
AI07976,Principal Data Scientist,133088,USD,Executive,Contract,finland,Small,finland,100,Bachelor,19,Gaming,2025-02-25,2025-04-25,9.6,Neural Networks Co
AI07977,Data Scientist,115473,USD,Executive,Part Time,israel,Small,united kingdom,0,Bachelor,16,Consulting,2024-09-17,2024-10-04,5.2,Advanced Robotics
AI07978,AI Architect,96596,USD,Senior,Full Time,finland,Large,finland,100,PhD,7,Media,2025-02-21,2025-04-11,8.2,DataVision Ltd
AI07979,NLP Engineer,119425,USD,Senior,Freelance,australia,Mid,sweden,100,Bachelor,6,Real Estate,2024-10-09,2024-12-02,8.7,AI Innovations
AI07980,Robotics Engineer,63242,USD,Mid,Full Time,austria,Small,united kingdom,50,Master,4,Consulting,2024-03-25,2024-05-28,5.3,Future Systems
AI07981,Machine Learning Researcher,135152,EUR,Senior,Contract,germany,Mid,germany,100,Associate,9,Retail,2024-12-07,2025-01-19,7.2,Quantum Computing Inc
AI07982,AI Product Manager,42281,USD,Entry,Full Time,south korea,Mid,south korea,50,PhD,0,Government,2025-04-19,2025-06-18,7.2,Neural Networks Co
AI07983,AI Consultant,185056,USD,Executive,Full Time,singapore,Small,singapore,0,Master,15,Gaming,2024-05-04,2024-06-29,7.4,TechCorp Inc
AI07984,AI Software Engineer,174432,USD,Executive,Contract,japan,Large,japan,50,Master,17,Technology,2024-03-03,2024-03-17,9.0,Autonomous Tech
AI07985,Head of AI,95918,USD,Entry,Part Time,switzerland,Mid,switzerland,50,Associate,1,Finance,2024-09-07,2024-10-16,9.8,Quantum Computing Inc
AI07986,Deep Learning Engineer,60495,USD,Entry,Contract,sweden,Large,sweden,50,Bachelor,1,Telecommunications,2024-04-09,2024-05-05,7.6,Autonomous Tech
AI07987,Robotics Engineer,105216,USD,Mid,Full Time,switzerland,Mid,india,50,Bachelor,4,Telecommunications,2024-02-20,2024-04-30,7.2,Future Systems
AI07988,AI Specialist,94937,USD,Senior,Full Time,china,Small,china,50,Bachelor,5,Government,2024-09-07,2024-10-28,7.2,Machine Intelligence Group
AI07989,AI Specialist,131743,USD,Mid,Full Time,denmark,Mid,finland,0,Master,4,Media,2024-10-31,2024-12-21,6.5,Autonomous Tech
AI07990,AI Research Scientist,168515,USD,Senior,Freelance,denmark,Mid,germany,100,Master,7,Media,2024-06-05,2024-06-29,5.6,Advanced Robotics
AI07991,Machine Learning Engineer,217876,USD,Executive,Freelance,norway,Large,norway,0,PhD,17,Media,2024-07-21,2024-09-04,8.8,Smart Analytics
AI07992,AI Specialist,76772,GBP,Mid,Contract,united kingdom,Small,united kingdom,100,PhD,3,Transportation,2025-01-06,2025-03-01,5.3,Digital Transformation LLC
AI07993,AI Software Engineer,100303,GBP,Mid,Part Time,united kingdom,Large,united kingdom,50,Bachelor,2,Finance,2024-11-29,2025-01-26,9.1,DataVision Ltd
AI07994,Robotics Engineer,76447,USD,Mid,Full Time,china,Mid,china,100,PhD,2,Gaming,2025-03-07,2025-04-08,7.6,Cognitive Computing
AI07995,Computer Vision Engineer,74122,USD,Mid,Full Time,israel,Mid,china,0,Bachelor,3,Finance,2025-04-10,2025-05-07,8.3,Neural Networks Co
AI07996,Principal Data Scientist,111889,USD,Executive,Full Time,south korea,Mid,austria,50,Associate,14,Consulting,2024-09-30,2024-11-21,6.5,Smart Analytics
AI07997,AI Specialist,50792,USD,Mid,Contract,china,Small,singapore,0,Associate,2,Energy,2025-02-23,2025-04-27,9.7,DataVision Ltd
AI07998,Head of AI,94114,USD,Senior,Contract,sweden,Small,sweden,100,Associate,8,Government,2025-03-30,2025-06-01,7.6,Cloud AI Solutions
AI07999,Autonomous Systems Engineer,53110,USD,Entry,Freelance,sweden,Mid,singapore,50,PhD,1,Consulting,2024-07-27,2024-08-19,8.8,Quantum Computing Inc
AI08000,Deep Learning Engineer,283668,USD,Executive,Full Time,switzerland,Mid,switzerland,100,Bachelor,16,Technology,2025-03-16,2025-04-24,8.0,Algorithmic Solutions
AI08001,AI Product Manager,149122,GBP,Senior,Full Time,united kingdom,Mid,germany,100,PhD,5,Gaming,2024-01-14,2024-02-28,7.4,Smart Analytics
AI08002,Deep Learning Engineer,93645,EUR,Senior,Freelance,france,Small,canada,0,Master,8,Real Estate,2024-01-31,2024-04-07,8.4,TechCorp Inc
AI08003,AI Product Manager,78922,EUR,Entry,Contract,germany,Mid,germany,100,Master,1,Consulting,2024-09-18,2024-11-02,9.7,Machine Intelligence Group
AI08004,Data Engineer,221447,USD,Senior,Contract,denmark,Large,denmark,50,PhD,6,Real Estate,2025-02-05,2025-04-10,8.3,Predictive Systems
AI08005,Autonomous Systems Engineer,216650,GBP,Executive,Full Time,united kingdom,Mid,united kingdom,100,Associate,13,Energy,2024-08-09,2024-10-21,5.6,Autonomous Tech
AI08006,Machine Learning Researcher,83913,EUR,Mid,Part Time,germany,Small,germany,100,Associate,2,Energy,2024-03-10,2024-05-16,7.1,AI Innovations
AI08007,Data Analyst,75689,USD,Entry,Part Time,singapore,Mid,switzerland,50,Master,0,Real Estate,2024-09-04,2024-10-12,5.3,Advanced Robotics
AI08008,AI Product Manager,97136,EUR,Mid,Part Time,germany,Small,germany,100,PhD,3,Education,2024-10-03,2024-10-21,8.0,Advanced Robotics
AI08009,Data Engineer,129326,USD,Senior,Contract,sweden,Large,netherlands,100,Associate,9,Manufacturing,2024-12-04,2024-12-22,6.2,TechCorp Inc
AI08010,AI Consultant,108617,USD,Executive,Contract,finland,Mid,finland,0,Master,11,Retail,2024-02-11,2024-03-09,6.8,AI Innovations
AI08011,Autonomous Systems Engineer,57246,GBP,Entry,Contract,united kingdom,Mid,south korea,100,Associate,0,Gaming,2024-10-15,2024-12-24,7.6,Cloud AI Solutions
AI08012,Deep Learning Engineer,161751,USD,Senior,Part Time,denmark,Small,denmark,0,Master,9,Transportation,2024-11-29,2024-12-15,9.5,Cognitive Computing
AI08013,Machine Learning Researcher,64252,USD,Mid,Part Time,south korea,Mid,south korea,0,PhD,3,Government,2024-02-15,2024-04-18,6.0,DeepTech Ventures
AI08014,Data Engineer,96465,EUR,Mid,Contract,france,Mid,france,100,Master,4,Healthcare,2025-04-02,2025-06-03,9.0,Digital Transformation LLC
AI08015,AI Consultant,53449,USD,Entry,Contract,south korea,Mid,south korea,100,Associate,0,Retail,2025-01-06,2025-02-14,8.3,DataVision Ltd
AI08016,Data Analyst,67801,USD,Entry,Part Time,switzerland,Small,switzerland,0,Master,0,Real Estate,2024-09-22,2024-10-20,7.1,Advanced Robotics
AI08017,Data Engineer,82610,EUR,Mid,Full Time,germany,Small,finland,0,Associate,2,Healthcare,2024-04-14,2024-05-19,6.7,Digital Transformation LLC
AI08018,AI Product Manager,139029,USD,Senior,Contract,sweden,Mid,sweden,100,Associate,6,Consulting,2024-08-23,2024-10-23,8.1,Autonomous Tech
